        58      -78.3941       8.00308       337.713       10.3424   6    0.00388122     0.0219649   -0.00877066     0.0254882   -0.00753808     0.0223194     0.0777278     0.0272145
        59       80.7306       10.2290       341.028       14.7634   6    -0.0181638     0.0262533     0.0299392     0.0288936    0.00217630     0.0275060     0.0570907     0.0316598
        60      -23.9699       10.3616       353.571       15.5502   6    -0.0193892     0.0256417     0.0377831     0.0289825     0.0136869     0.0266138     0.0876716     0.0313059
        61       33.8772       7.18816       347.601       11.4983   6   -0.00692865     0.0192455     0.0422265     0.0214766    -0.0111243     0.0210447     0.0567491     0.0240676
        62       104.868       9.78451       331.535       13.2801   6    -0.0396216     0.0263272     0.0217469     0.0304120     0.0416081     0.0274591     0.0596150     0.0325001
        63      -101.950       8.92823       290.494       12.4211   6     0.0330986     0.0258684     0.0521466     0.0299398    -0.0209105     0.0278093     0.0322025     0.0320713
        64      -81.5350       9.32676       319.718       13.2604   6    0.00919066     0.0280518     0.0335609     0.0318132    -0.0415890     0.0302034     0.0318806     0.0347380
        65      -148.419       9.55061       287.755       10.2606   6     0.0518368     0.0310829    -0.0339924     0.0327498    -0.0516317     0.0325468     0.0532773     0.0370552
        66      -47.3796       10.4026       339.452       13.7540   6   -0.00624736     0.0287144   -0.00221654     0.0314405    -0.0288397     0.0284831     0.0678743     0.0317152
        67       148.728       9.50580       291.098       11.4231   6    -0.0904222     0.0270291     0.0107480     0.0312383     0.0204737     0.0294644     0.0849834     0.0328192
        68      -17.9101       7.75754       338.304       11.5375   6     0.0121005     0.0212800     0.0147692     0.0238838    -0.0199481     0.0230105     0.0744096     0.0269890
        69       159.761       9.51858       289.705       9.67016   6    -0.0592031     0.0305235    -0.0544571     0.0320454     0.0534406     0.0316325     0.0519494     0.0359964
        70       89.2231       8.53880       324.868       12.6555   6    -0.0256776     0.0243749     0.0272648     0.0289080     0.0136537     0.0266346     0.0725936     0.0299901
        71      -111.083       9.34483       290.054       10.9784   6     0.0494161     0.0293682   -0.00385795     0.0318297    -0.0497387     0.0309893     0.0514454     0.0336801
        72       6.10655       9.96098       333.865       14.4083   6    0.00478708     0.0257055     0.0492103     0.0312227    -0.0306365     0.0303885     0.0335479     0.0357429
        73      -203.704       9.53904       252.538       11.0849   6     0.0997747     0.0336291    -0.0225727     0.0361356    -0.0922513     0.0359815      0.104161     0.0382740
        74      -62.0040       9.93204       314.836       13.0910   6     0.0154356     0.0271953     0.0320744     0.0331535    -0.0400621     0.0302809     0.0145039     0.0345351
        75       66.9111       9.82797       323.799       13.5339   6    -0.0420815     0.0269459     0.0330618     0.0312209     0.0280852     0.0301946     0.0546157     0.0357552
        76       187.110       6.71624       260.509       7.48950   6    -0.0949798     0.0238375    -0.0284964     0.0248139     0.0729237     0.0255416     0.0776393     0.0263345
        77       104.709       9.24372       296.162       10.2764   6    -0.0407501     0.0263450    -0.0144387     0.0314271     0.0300644     0.0271495     0.0382875     0.0339305
        78      -77.6562       8.39181       280.691       10.1317   6     0.0190379     0.0279229     0.0103382     0.0307835    0.00446371     0.0285871     0.0148538     0.0314132
        79      -169.159       8.08263       260.061       8.93080   6     0.0582758     0.0314121    -0.0477077     0.0306160    -0.0610018     0.0324654     0.0570121     0.0328813
        80      -28.5088       9.94577       303.016       13.5556   6    0.00946097     0.0299840    0.00697652     0.0331626    -0.0437244     0.0330404     0.0807551     0.0365356
        81      -101.083       8.33641       282.008       9.34533   6     0.0272098     0.0255942     0.0316593     0.0290147    -0.0425511     0.0282023   0.000743310     0.0315369
        82       54.0140       9.28397       303.242       13.3800   6    -0.0420419     0.0278731     0.0307960     0.0323097     0.0369999     0.0296447     0.0485241     0.0332740
        83       137.708       7.80228       282.563       9.02295   6    -0.0761470     0.0226646    0.00889798     0.0241984     0.0255774     0.0248884     0.0410850     0.0279421
        84       147.785       7.74463       232.006       6.74939   6    -0.0120562     0.0324744    -0.0783900     0.0321012     0.0268257     0.0302437     0.0495318     0.0351279
        85       5.50400       9.02762       294.146       12.1177   6    -0.0133694     0.0257991     0.0434109     0.0319310    -0.0115377     0.0308550     0.0204134     0.0332639
        86       165.613       8.86906       248.630       10.3557   6    -0.0516942     0.0314858   -0.00580682     0.0314390     0.0485191     0.0327111     0.0763030     0.0358686
        87      -40.7747       8.40624       272.395       11.1076   6    0.00106944     0.0282532     0.0289940     0.0302190     0.0108347     0.0292033     0.0154670     0.0321446
        88       95.8346       7.72834       259.826       9.11966   6    0.00230376     0.0254405    -0.0100312     0.0291028    -0.0322892     0.0276165   0.000757671     0.0297461
        89       60.6101       10.3809       307.228       11.7763   6    -0.0340817     0.0302230    -0.0251246     0.0351310     0.0528403     0.0314780     0.0580223     0.0390650
        90       26.1084       8.08648       263.560       10.6638   6    -0.0154852     0.0288349     0.0616285     0.0332068    -0.0332320     0.0317667    -0.0302467     0.0358691
        91       170.991       8.03284       240.772       7.94904   6  -0.000595774     0.0327282    -0.0925599     0.0329496  -0.000297821     0.0319646     0.0887797     0.0351686
        92      -79.7896       7.32079       237.289       10.6261   6    0.00426465     0.0295451     0.0262413     0.0329068    -0.0109674     0.0306861    -0.0206406     0.0323906
        93       101.840       8.10148       216.243       8.66429   6     0.0251491     0.0314782    -0.0128789     0.0341403    -0.0145081     0.0311788     0.0224016     0.0350787
        94      -140.717       7.22935       234.127       6.51347   6    0.00947812     0.0294890    -0.0639214     0.0300029    -0.0401590     0.0280529     0.0327708     0.0321345
        95      -12.5177       8.77887       228.488       11.2986   6    -0.0127520     0.0304576     0.0796573     0.0398990     0.0206970     0.0349564    -0.0586865     0.0380155
        96       49.8637       8.05982       229.711       9.61566   6     0.0347391     0.0320007     0.0414146     0.0378126    -0.0455180     0.0332342    -0.0412283     0.0384102
        97      -171.220       8.40748       239.756       8.22576   6    0.00782259     0.0342879    -0.0952892     0.0342588   -0.00686340     0.0333721     0.0852380     0.0375590
